,Unnamed: 0,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean
1110,1110,1.3234238938315366e+18,I just signed an executive order to teach our students PRO-AMERICAN Values! https://t.co/WjPo7Qgooz,False,False,89709,17315,2020-11-03,i just signed an executive order to teach our students pro-american values!
1111,1111,1.3397581423815516e+18,Tommy will be more popular than ever before - a hero! https://t.co/dTAXJyENlr,False,False,94683,18244,2020-12-18,tommy will be more popular than ever before - a hero!
1112,1112,1.3397592892343173e+18,We won Wisconsin big. They rigged the vote! https://t.co/TRBRmBiMtv,False,False,176441,39174,2020-12-18,we won wisconsin big. they rigged the vote!
1113,1113,1.3234248360776704e+18,"Joe Biden would increase refugees from terrorist nations by 700%. His plan would overwhelm your communities and turn Michigan, Minnesota, Wisconsin and the entire Midwest into a refugee camp. I am protecting your families and keeping Radical Islamic Terrorists OUT of our Country!",False,False,132113,27828,2020-11-03,"joe biden would increase refugees from terrorist nations by 700%. his plan would overwhelm your communities and turn michigan, minnesota, wisconsin and the entire midwest into a refugee c. i am protecting your families and keeping radical islamic terrorists out of our country!"
1114,1114,1.3234247229111706e+18,A vote for Joe Biden is a vote to extinguish and eradicate your state’s auto industry. Biden is a corrupt politician who SOLD OUT Michigan to CHINA. Biden is the living embodiment of the decrepit and depraved political class that got rich bleeding America Dry!,False,False,111115,22863,2020-11-03,a vote for joe biden is a vote to extinguish and eradicate your state’s auto industry. biden is a corrupt politician who sold out michigan to china. biden is the living embodiment of the decrepit and depraved political class that got rich bleeding america dry!
1115,1115,1.3234252082550866e+18,"For 47 years, Joe Biden viciously attacked Black Americans. He called young black men “super predators.” To every black American: I am asking for your vote. This is your one and only chance to show Sleepy Joe what you think of his decision to attack you, jail you, and betray you!",False,False,184143,38615,2020-11-03,"for 47 years, joe biden viciously attacked black americans. he called young black men “super predators.” to every black american: i am asking for your vote. this is your one and only chance to show sleepy joe what you think of his decision to attack you, jail you, and betray you!"
1116,1116,1.3234255129335237e+18,"Over the next 4 years, we will teach our children to love our Country, honor our history, and always respect our great American Flag—and with God’s help, we will defend the right to life, religious liberty, and the right to KEEP AND BEAR ARMS! https://t.co/gsFSghkmdM",False,False,75419,16425,2020-11-03,"over the next 4 years, we will teach our children to love our country, honor our history, and always respect our great american flag—and with god’s help, we will defend the right to life, religious liberty, and the right to keep and bear arms!"
1117,1117,1.3397684430427382e+18,"New Peter Strzok Texts Undermine Official Narrative on Start of ‘Russia Collusion‘ Investigation https://t.co/kwmNTZbsYD via @BreitbartNews. Check out last in his class John McCain, one of the most overrated people in D.C.",False,False,92780,26363,2020-12-18,"new peter strzok texts undermine official narrative on start of ‘russia collusion‘ investigation via . check out last in his class john mccain, one of the most overrated people in d.c."
1118,1118,1.323426413286953e+18,"THANK YOU MICHIGAN! Tomorrow, you have the power, with your vote, to save AMERICA! So get your friends, get your family, get your neighbors and co-workers, and GET OUT AND VOTE! Together, WE will MAKE AMERICA GREAT AGAIN! https://t.co/r51nIlOrKx",False,False,85029,18597,2020-11-03,"thank you michigan! tomorrow, you have the power, with your vote, to save america! so get your friends, get your family, get your neighbors and co-workers, and get out and vote! together, we will make america great again!"
1119,1119,1.3397706651682284e+18,"I am very disappointed in the United States Supreme Court, and so is our great country!",False,False,436587,75146,2020-12-18,"i am very disappointed in the united states supreme court, and so is our great country!"
1120,1120,1.323430341512622e+18,The Supreme Court decision on voting in Pennsylvania is a VERY dangerous one. It will allow rampant and unchecked cheating and will undermine our entire systems of laws. It will also induce violence in the streets. Something must be done!,False,False,0,0,2020-11-03,the supreme court decision on voting in pennsylvania is a very dangerous one. it will allow rant and unchecked cheating and will undermine our entire systems of laws. it will also induce violence in the streets. something must be done!
1122,1122,1.3234676267865088e+18,"THANK YOU WISCONSIN! 
https://t.co/oqG7u6KAiq",False,False,58654,9425,2020-11-03,thank you wisconsin!
1123,1123,1.3399126927364055e+18,Moderna vaccine overwhelmingly approved. Distribution to start immediately.,False,False,165948,23236,2020-12-18,moderna vaccine overwhelmingly approved. distribution to start immediately.
1124,1124,1.3234683573126676e+18,"I am asking you to go VOTE for your favorite president, we still have work to do! Let’s WIN, WIN, WIN! https://t.co/ysLmOS689V",False,False,91948,16822,2020-11-03,"i am asking you to go vote for your favorite president, we still have work to do! let’s win, win, win!"
1125,1125,1.3399142535963195e+18,"Europe and other parts of the World being hit hard by the China Virus - Germany, France, Spain and Italy, in particular. The vaccines are on their way!!!",False,False,163031,26660,2020-12-18,"europe and other parts of the world being hit hard by the china virus - germany, france, spain and italy, in particular. the vaccines are on their way!!!"
1126,1126,1.323469256667943e+18,"A vote for me and the Republican Party is a vote for the American Dream! Over the next four years, we will make America into the Manufacturing Superpower of the World, and we will end our reliance on China once and for all. https://t.co/gsFSghkmdM https://t.co/S7PAIqWd0y",False,False,97051,18701,2020-11-03,"a vote for me and the republican party is a vote for the american dream! over the next four years, we will make america into the manufacturing superpower of the world, and we will end our reliance on china once and for all."
1127,1127,1.3399180655433523e+18,The Russia Hoax becomes an even bigger lie! https://t.co/nbtfIGg2Ew,False,False,119006,28803,2020-12-18,the russia hoax becomes an even bigger lie!
1128,1128,1.3234708062409275e+18,"Biden has vowed to ABOLISH the American oil and natural gas industries, and BAN fracking. As long as I am President, we will remain the number one producer of oil and natural gas on earth – and we will remain Energy Independent! https://t.co/gsFSghkmdM https://t.co/v1RYeAvhC4",False,False,69452,14429,2020-11-03,"biden has vowed to abolish the american oil and natural gas industries, and ban fracking. as long as i am president, we will remain the number one producer of oil and natural gas on earth – and we will remain energy independent!"
1129,1129,1.3234714217214648e+18,"A vote for Sleepy Joe Biden is a vote to give control of government over to Globalists, Communists, Socialists, and Wealthy Liberal Hypocrites who want to silence, censor, cancel, and punish you. Get out and VOTE #MAGA tomorrow! https://t.co/gsFSghkmdM",False,False,76849,17008,2020-11-03,"a vote for sleepy joe biden is a vote to give control of government over to globalists, communists, socialists, and wealthy liberal hypocrites who want to silence, censor, cancel, and punish you. get out and vote maga tomorrow!"
