,id,text,is_retweet,is_deleted,favorites,retweets,date,text_clean,doc,lemmas
374,1.3312142479557386e+18,"Poll: 79 Percent of Trump Voters Believe ‘Election Was Stolen‘ https://t.co/PmMBmt05AI via @BreitbartNews They are 100% correct, but we are fighting hard. Our big lawsuit, which spells out in great detail all of the ballot fraud and more, will soon be filled. RIGGED ELECTION!",False,False,184222,44923,2020-11-24,"Poll: 79 Percent of Trump Voters Believe ‘Election Was Stolen‘ via They are 100% correct, but we are fighting hard. Our big lawsuit, which spells out in great detail all of the ballot fraud and more, will soon be filled. RIGGED ELECTION!","Poll: 79 Percent of Trump Voters Believe ‘Election Was Stolen‘ via They are 100% correct, but we are fighting hard. Our big lawsuit, which spells out in great detail all of the ballot fraud and more, will soon be filled. RIGGED ELECTION!","['poll', ':', '79', 'percent', 'of', 'trump', 'voters', 'believe', ""'"", 'election', 'be', 'steal', ""'"", 'via', 'they', 'be', '100', '%', 'correct', ',', 'but', 'we', 'be', 'fight', 'hard', '.', 'our', 'big', 'lawsuit', ',', 'which', 'spell', 'out', 'in', 'great', 'detail', 'all', 'of', 'the', 'ballot', 'fraud', 'and', 'more', ',', 'will', 'soon', 'be', 'fill', '.', 'rigged', 'election', '!']"
375,1.3269262268885445e+18,"“REPORT: DOMINION DELETED 2.7 MILLION TRUMP VOTES NATIONWIDE. DATA ANALYSIS FINDS 221,000 PENNSYLVANIA VOTES SWITCHED FROM PRESIDENT TRUMP TO BIDEN. 941,000 TRUMP VOTES DELETED. STATES USING DOMINION VOTING SYSTEMS SWITCHED 435,000 VOTES FROM TRUMP TO BIDEN.” @ChanelRion @OANN",False,False,619698,185745,2020-11-12,"“REPORT: DOMINION DELETED 2.7 MILLION TRUMP VOTES NATIONWIDE. DATA ANALYSIS FINDS 221,000 PENNSYLVANIA VOTES SWITCHED FROM PRESIDENT TRUMP TO BIDEN. 941,000 TRUMP VOTES DELETED. STATES USING DOMINION VOTING SYSTEMS SWITCHED 435,000 VOTES FROM TRUMP TO BIDEN.”","“REPORT: DOMINION DELETED 2.7 MILLION TRUMP VOTES NATIONWIDE. DATA ANALYSIS FINDS 221,000 PENNSYLVANIA VOTES SWITCHED FROM PRESIDENT TRUMP TO BIDEN. 941,000 TRUMP VOTES DELETED. STATES USING DOMINION VOTING SYSTEMS SWITCHED 435,000 VOTES FROM TRUMP TO BIDEN.”","['""', 'report', ':', 'dominion', 'delete', '2.7', 'million', 'trump', 'vote', 'nationwide', '.', 'data', 'analysis', 'find', '221,000', 'pennsylvania', 'vote', 'switched', 'from', 'president', 'trump', 'to', 'biden', '.', '941,000', 'trump', 'vote', 'delete', '.', 'state', 'use', 'dominion', 'voting', 'systems', 'switch', '435,000', 'vote', 'from', 'trump', 'to', 'biden', '.', '""']"
377,1.3336378652559237e+18,A judge in Nevada has ordered Clark County officials to allow an inspection of the elections equipment and sealed containers used in the 2020 election by 1:00 P.M. tomorrow. @RichardGrenell @AdamLaxalt @mschlapp,False,False,244040,53160,2020-12-01,A judge in Nevada has ordered Clark County officials to allow an inspection of the elections equipment and sealed containers used in the 2020 election by 1:00 P.M. tomorrow.,A judge in Nevada has ordered Clark County officials to allow an inspection of the elections equipment and sealed containers used in the 2020 election by 1:00 P.M. tomorrow.,"['a', 'judge', 'in', 'nevada', 'have', 'order', 'clark', 'county', 'official', 'to', 'allow', 'an', 'inspection', 'of', 'the', 'election', 'equipment', 'and', 'seal', 'container', 'use', 'in', 'the', '2020', 'election', 'by', '1:00', 'p.m.', 'tomorrow', '.']"
379,1.3270953987129467e+18,"Must see @seanhannity takedown of the horrible, inaccurate and anything but secure Dominion Voting System which is used in States where tens of thousands of votes were stolen from us and given to Biden. Likewise, the Great @LouDobbs has a confirming and powerful piece!",False,False,319244,65693,2020-11-13,"Must see takedown of the horrible, inaccurate and anything but secure Dominion Voting System which is used in States where tens of thousands of votes were stolen from us and given to Biden. Likewise, the Great has a confirming and powerful piece!","Must see takedown of the horrible, inaccurate and anything but secure Dominion Voting System which is used in States where tens of thousands of votes were stolen from us and given to Biden. Likewise, the Great has a confirming and powerful piece!","['must', 'see', 'takedown', 'of', 'the', 'horrible', ',', 'inaccurate', 'and', 'anything', 'but', 'secure', 'dominion', 'voting', 'system', 'which', 'be', 'use', 'in', 'states', 'where', 'ten', 'of', 'thousand', 'of', 'vote', 'be', 'steal', 'from', 'we', 'and', 'give', 'to', 'biden', '.', 'likewise', ',', 'the', 'great', 'have', 'a', 'confirming', 'and', 'powerful', 'piece', '!']"
382,1.3271033351959388e+18,"These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot! https://t.co/ywiw6sPicI https://t.co/C1g9LZpMah",False,False,190167,49317,2020-11-13,"These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot!","These states in question should immediately be put in the Trump Win column. Biden did not win, he lost by a lot!","['these', 'state', 'in', 'question', 'should', 'immediately', 'be', 'put', 'in', 'the', 'trump', 'win', 'column', '.', 'biden', 'do', 'not', 'win', ',', 'he', 'lose', 'by', 'a', 'lot', '!']"
383,1.331219093563781e+18,"Thank you Randy, working hard to clean up the stench of the 2020 Election Hoax! https://t.co/I1hgtxe486",False,False,154989,32834,2020-11-24,"Thank you Randy, working hard to clean up the stench of the 2020 Election Hoax!","Thank you Randy, working hard to clean up the stench of the 2020 Election Hoax!","['thank', 'you', 'randy', ',', 'work', 'hard', 'to', 'clean', 'up', 'the', 'stench', 'of', 'the', '2020', 'election', 'hoax', '!']"
384,1.3272786710785802e+18,Fitton: 2020 Election Update https://t.co/rLgZ6xWGDE via @BreitbartNews,False,False,92910,23487,2020-11-13,Fitton: 2020 Election Update via,Fitton: 2020 Election Update via,"['fitton', ':', '2020', 'election', 'update', 'via']"
386,1.333771177005867e+18,"Fake election results in Nevada, also! https://t.co/l8MDOSlqQ7",False,False,96670,26456,2020-12-01,"Fake election results in Nevada, also!","Fake election results in Nevada, also!","['fake', 'election', 'result', 'in', 'nevada', ',', 'also', '!']"
387,1.3272789260250767e+18,Alito: ‘Religious Liberty Is in Danger of Becoming a Second-Class Right‘ https://t.co/hJZJHb36PB via @BreitbartNews,False,False,117117,31292,2020-11-13,Alito: ‘Religious Liberty Is in Danger of Becoming a Second-Class Right‘ via,Alito: ‘Religious Liberty Is in Danger of Becoming a Second-Class Right‘ via,"['alito', ':', ""'"", 'religious', 'liberty', 'be', 'in', 'danger', 'of', 'become', 'a', 'second', '-', 'class', 'right', ""'"", 'via']"
389,1.3272799293194322e+18,"For years the Dems have been preaching how unsafe and rigged our elections have been. Now they are saying what a wonderful job the Trump Administration did in making 2020 the most secure election ever. Actually this is true, except for what the Democrats did. Rigged Election!",False,False,352073,68366,2020-11-13,"For years the Dems have been preaching how unsafe and rigged our elections have been. Now they are saying what a wonderful job the Trump Administration did in making 2020 the most secure election ever. Actually this is true, except for what the Democrats did. Rigged Election!","For years the Dems have been preaching how unsafe and rigged our elections have been. Now they are saying what a wonderful job the Trump Administration did in making 2020 the most secure election ever. Actually this is true, except for what the Democrats did. Rigged Election!","['for', 'year', 'the', 'dems', 'have', 'be', 'preach', 'how', 'unsafe', 'and', 'rig', 'our', 'election', 'have', 'be', '.', 'now', 'they', 'be', 'say', 'what', 'a', 'wonderful', 'job', 'the', 'trump', 'administration', 'do', 'in', 'make', '2020', 'the', 'most', 'secure', 'election', 'ever', '.', 'actually', 'this', 'be', 'true', ',', 'except', 'for', 'what', 'the', 'democrats', 'do', '.', 'rig', 'election', '!']"
390,1.3312254043513733e+18,"“In Wisconsin, somebody has to be indefinitely confined in order to vote absentee. In the past there were 20,000 people. This past election there were 120,000...and Republicans were locked out of the vote counting process.” @VicToensing @newsmax",False,False,195898,50083,2020-11-24,"“In Wisconsin, somebody has to be indefinitely confined in order to vote absentee. In the past there were 20,000 people. This past election there were 120,000...and Republicans were locked out of the vote counting process.”","“In Wisconsin, somebody has to be indefinitely confined in order to vote absentee. In the past there were 20,000 people. This past election there were 120,000...and Republicans were locked out of the vote counting process.”","['""', 'in', 'wisconsin', ',', 'somebody', 'have', 'to', 'be', 'indefinitely', 'confine', 'in', 'order', 'to', 'vote', 'absentee', '.', 'in', 'the', 'past', 'there', 'be', '20,000', 'people', '.', 'this', 'past', 'election', 'there', 'be', '120,000', '...', 'and', 'republicans', 'be', 'lock', 'out', 'of', 'the', 'vote', 'counting', 'process', '.', '""']"
391,1.333772740483027e+18,We won Michigan by a lot! https://t.co/D6inAewQxP,False,False,174254,38780,2020-12-01,We won Michigan by a lot!,We won Michigan by a lot!,"['we', 'win', 'michigan', 'by', 'a', 'lot', '!']"
392,1.3273192940578488e+18,"Heartwarming to see all of the tremendous support out there, especially the organic Rallies that are springing up all over the Country, including a big one on Saturday in D.C. I may even try to stop by and say hello. This Election was Rigged, from Dominion all the way up & down!",False,False,406299,81084,2020-11-13,"Heartwarming to see all of the tremendous support out there, especially the organic Rallies that are springing up all over the Country, including a big one on Saturday in D.C. I may even try to stop by and say hello. This Election was Rigged, from Dominion all the way up & down!","Heartwarming to see all of the tremendous support out there, especially the organic Rallies that are springing up all over the Country, including a big one on Saturday in D.C. I may even try to stop by and say hello. This Election was Rigged, from Dominion all the way up & down!","['heartwarme', 'to', 'see', 'all', 'of', 'the', 'tremendous', 'support', 'out', 'there', ',', 'especially', 'the', 'organic', 'rally', 'that', 'be', 'spring', 'up', 'all', 'over', 'the', 'country', ',', 'include', 'a', 'big', 'one', 'on', 'saturday', 'in', 'd.c.', 'i', 'may', 'even', 'try', 'to', 'stop', 'by', 'and', 'say', 'hello', '.', 'this', 'election', 'be', 'rig', ',', 'from', 'dominion', 'all', 'the', 'way', 'up', '&', 'down', '!']"
394,1.3337737623748076e+18,Do something @BrianKempGA. You allowed your state to be scammed. We must check signatures and count signed envelopes against ballots. Then call off election. It won’t be needed. We will all WIN! https://t.co/UiJrlyBGiK,False,False,105408,28771,2020-12-01,Do something . You allowed your state to be scammed. We must check signatures and count signed envelopes against ballots. Then call off election. It won’t be needed. We will all WIN!,Do something . You allowed your state to be scammed. We must check signatures and count signed envelopes against ballots. Then call off election. It won’t be needed. We will all WIN!,"['do', 'something', '.', 'you', 'allow', 'your', 'state', 'to', 'be', 'scamme', '.', 'we', 'must', 'check', 'signature', 'and', 'count', 'sign', 'envelope', 'against', 'ballot', '.', 'then', 'call', 'off', 'election', '.', 'it', 'will', 'not', 'be', 'need', '.', 'we', 'will', 'all', 'win', '!']"
395,1.3273500699479368e+18,Now it is learned that the horrendous Dominion Voting System was used in Arizona (and big in Nevada). No wonder the result was a very close loss!,False,False,316460,65097,2020-11-13,Now it is learned that the horrendous Dominion Voting System was used in Arizona (and big in Nevada). No wonder the result was a very close loss!,Now it is learned that the horrendous Dominion Voting System was used in Arizona (and big in Nevada). No wonder the result was a very close loss!,"['now', 'it', 'be', 'learn', 'that', 'the', 'horrendous', 'dominion', 'voting', 'system', 'be', 'use', 'in', 'arizona', '(', 'and', 'big', 'in', 'nevada', ')', '.', 'no', 'wonder', 'the', 'result', 'be', 'a', 'very', 'close', 'loss', '!']"
396,1.33377762622217e+18,"“The president was RIGHT when he said get the kids back in school—Now Dr. Fauci says, 'You know what, I'm looking at the data—the kids should be in school.'"" @kilmeade 
https://t.co/2FtrIcqO1B",False,False,93044,22577,2020-12-01,"“The president was RIGHT when he said get the kids back in school—Now Dr. Fauci says, 'You know what, I'm looking at the data—the kids should be in school.'""","“The president was RIGHT when he said get the kids back in school—Now Dr. Fauci says, 'You know what, I'm looking at the data—the kids should be in school.'""","['""', 'the', 'president', 'be', 'right', 'when', 'he', 'say', 'get', 'the', 'kid', 'back', 'in', 'school', '—', 'now', 'dr.', 'fauci', 'say', ',', ""'"", 'you', 'know', 'what', ',', 'i', 'be', 'look', 'at', 'the', 'datum', '—', 'the', 'kid', 'should', 'be', 'in', 'school', '.', ""'"", '""']"
400,1.33132853039172e+18,"On behalf of the entire Trump Family, I want to wish every American a Healthy and Happy Thanksgiving! Today we gathered in the Rose Garden to continue a beloved annual tradition: the Official Presidential Pardon of a very fortunate Thanksgiving Turkey.... https://t.co/O92pWUKrBv",False,False,238586,38238,2020-11-24,"On behalf of the entire Trump Family, I want to wish every American a Healthy and Happy Thanksgiving! Today we gathered in the Rose Garden to continue a beloved annual tradition: the Official Presidential Pardon of a very fortunate Thanksgiving Turkey....","On behalf of the entire Trump Family, I want to wish every American a Healthy and Happy Thanksgiving! Today we gathered in the Rose Garden to continue a beloved annual tradition: the Official Presidential Pardon of a very fortunate Thanksgiving Turkey....","['on', 'behalf', 'of', 'the', 'entire', 'trump', 'family', ',', 'i', 'want', 'to', 'wish', 'every', 'american', 'a', 'healthy', 'and', 'happy', 'thanksgiving', '!', 'today', 'we', 'gather', 'in', 'the', 'rose', 'garden', 'to', 'continue', 'a', 'beloved', 'annual', 'tradition', ':', 'the', 'official', 'presidential', 'pardon', 'of', 'a', 'very', 'fortunate', 'thanksgiving', 'turkey', '....']"
